source,date,value
GCAG,1946-05-15,-0.02
GISTEMP,1946-05-15,-0.07
GCAG,1946-06-15,-0.14
GISTEMP,1946-06-15,-.21
GCAG,1946-07-15,-0.07
GISTEMP,1946-07-15,-.12
GCAG,1946-08-15,-0.11
GISTEMP,1946-08-15,-.20
GISTEMP,1946-09-15,-.08
GCAG,1946-09-15,-0.02
GISTEMP,1946-10-15,-.08
GCAG,1946-10-15,0.0
GISTEMP,1946-11-15,-.05
GCAG,1946-11-15,-0.03
GISTEMP,1946-12-15,-.31
GCAG,1946-12-15,-0.29
GISTEMP,1947-01-15,-0.06
GCAG,1947-01-15,-0.16
GISTEMP,1947-02-15,-0.08
GCAG,1947-02-15,-0.07
GISTEMP,1947-03-15,0.06
GCAG,1947-03-15,0.03
GISTEMP,1947-04-15,0.06
GCAG,1947-04-15,0.06
GISTEMP,1947-05-15,-0.02
GCAG,1947-05-15,-0.01
GISTEMP,1947-06-15,-.02
GCAG,1947-06-15,0.03
GCAG,1947-07-15,-0.03
GISTEMP,1947-07-15,-.04
GCAG,1947-08-15,-0.07
GISTEMP,1947-08-15,-.07
GCAG,1947-09-15,-0.11
GISTEMP,1947-09-15,-.13
GCAG,1947-10-15,0.05
GISTEMP,1947-10-15,.07
GISTEMP,1947-11-15,.03
GCAG,1947-11-15,0.0
GCAG,1947-12-15,-0.13
GISTEMP,1947-12-15,-.13
GISTEMP,1948-01-15,0.06
GCAG,1948-01-15,0.07
GISTEMP,1948-02-15,-0.15
GCAG,1948-02-15,-0.09
GISTEMP,1948-03-15,-0.24
GCAG,1948-03-15,-0.18
GCAG,1948-04-15,-0.04
GISTEMP,1948-04-15,-0.12
GISTEMP,1948-05-15,-0.01
GCAG,1948-05-15,0.07
GCAG,1948-06-15,0.0
GISTEMP,1948-06-15,-.05
GCAG,1948-07-15,-0.05
GISTEMP,1948-07-15,-.11
GISTEMP,1948-08-15,-.12
GCAG,1948-08-15,-0.04
GCAG,1948-09-15,-0.1
GISTEMP,1948-09-15,-.15
GISTEMP,1948-10-15,-.05
GCAG,1948-10-15,-0.06
GISTEMP,1948-11-15,-.13
GCAG,1948-11-15,-0.07
GISTEMP,1948-12-15,-.24
GCAG,1948-12-15,-0.11
GISTEMP,1949-01-15,0.06
GCAG,1949-01-15,0.12
GISTEMP,1949-02-15,-0.14
GCAG,1949-02-15,-0.14
GISTEMP,1949-03-15,-0.02
GCAG,1949-03-15,-0.05
GCAG,1949-04-15,-0.02
GISTEMP,1949-04-15,-0.11
GCAG,1949-05-15,-0.02
GISTEMP,1949-05-15,-0.1
GCAG,1949-06-15,-0.17
GISTEMP,1949-06-15,-.27
GCAG,1949-07-15,-0.09
GISTEMP,1949-07-15,-.13
GCAG,1949-08-15,-0.07
GISTEMP,1949-08-15,-.13
GCAG,1949-09-15,-0.11
GISTEMP,1949-09-15,-.15
GISTEMP,1949-10-15,-.06
GCAG,1949-10-15,-0.06
GISTEMP,1949-11-15,-.10
GCAG,1949-11-15,-0.08
GCAG,1949-12-15,-0.18
GISTEMP,1949-12-15,-.18
GCAG,1950-01-15,-0.29
GISTEMP,1950-01-15,-0.26
GCAG,1950-02-15,-0.23
GISTEMP,1950-02-15,-0.27
GISTEMP,1950-03-15,-0.08
GCAG,1950-03-15,-0.1
GISTEMP,1950-04-15,-0.21
GCAG,1950-04-15,-0.18
GISTEMP,1950-05-15,-0.11
GCAG,1950-05-15,-0.04
GISTEMP,1950-06-15,-.05
GCAG,1950-06-15,-0.04
GCAG,1950-07-15,-0.09
GISTEMP,1950-07-15,-.09
GISTEMP,1950-08-15,-.16
GCAG,1950-08-15,-0.13
GISTEMP,1950-09-15,-.11
GCAG,1950-09-15,-0.08
GISTEMP,1950-10-15,-.20
GCAG,1950-10-15,-0.16
GISTEMP,1950-11-15,-.34
GCAG,1950-11-15,-0.34
GISTEMP,1950-12-15,-.22
GCAG,1950-12-15,-0.16
GISTEMP,1951-01-15,-0.34
GCAG,1951-01-15,-0.28
GISTEMP,1951-02-15,-0.42
GCAG,1951-02-15,-0.39
GISTEMP,1951-03-15,-0.2
GCAG,1951-03-15,-0.15
GISTEMP,1951-04-15,-0.14
GCAG,1951-04-15,-0.08
GCAG,1951-05-15,0.07
GISTEMP,1951-05-15,0.0
GCAG,1951-06-15,0.05
GISTEMP,1951-06-15,-.07
GCAG,1951-07-15,0.11
GISTEMP,1951-07-15,-.01
GCAG,1951-08-15,0.12
GISTEMP,1951-08-15,.06
GCAG,1951-09-15,0.17
GISTEMP,1951-09-15,.05
GCAG,1951-10-15,0.13
GISTEMP,1951-10-15,.08
GISTEMP,1951-11-15,-.01
GCAG,1951-11-15,0.03
GISTEMP,1951-12-15,.16
GCAG,1951-12-15,0.22
GISTEMP,1952-01-15,0.11
GCAG,1952-01-15,0.13
GCAG,1952-02-15,0.11
GISTEMP,1952-02-15,0.11
GCAG,1952-03-15,-0.01
GISTEMP,1952-03-15,-0.08
GISTEMP,1952-04-15,0.03
GCAG,1952-04-15,0.09
GISTEMP,1952-05-15,-0.03
GCAG,1952-05-15,0.05
GISTEMP,1952-06-15,-.03
GCAG,1952-06-15,0.05
GCAG,1952-07-15,0.07
GISTEMP,1952-07-15,.04
GCAG,1952-08-15,0.07
GISTEMP,1952-08-15,.05
GCAG,1952-09-15,0.11
GISTEMP,1952-09-15,.07
GCAG,1952-10-15,0.01
GISTEMP,1952-10-15,.00
GCAG,1952-11-15,-0.14
GISTEMP,1952-11-15,-.13
GCAG,1952-12-15,0.02
GISTEMP,1952-12-15,-.02
GISTEMP,1953-01-15,0.07
GCAG,1953-01-15,0.09
GISTEMP,1953-02-15,0.15
GCAG,1953-02-15,0.18
GISTEMP,1953-03-15,0.11
GCAG,1953-03-15,0.2
GISTEMP,1953-04-15,0.19
GCAG,1953-04-15,0.24
GCAG,1953-05-15,0.18
GISTEMP,1953-05-15,0.11
GCAG,1953-06-15,0.18
GISTEMP,1953-06-15,.11
GCAG,1953-07-15,0.11
GISTEMP,1953-07-15,.01
GCAG,1953-08-15,0.11
GISTEMP,1953-08-15,.05
GISTEMP,1953-09-15,.04
GCAG,1953-09-15,0.1
GCAG,1953-10-15,0.12
GISTEMP,1953-10-15,.08
GCAG,1953-11-15,-0.02
GISTEMP,1953-11-15,-.03
GCAG,1953-12-15,0.09
GISTEMP,1953-12-15,.05
GISTEMP,1954-01-15,-0.24
GCAG,1954-01-15,-0.2
GCAG,1954-02-15,-0.06
GISTEMP,1954-02-15,-0.1
GCAG,1954-03-15,-0.09
GISTEMP,1954-03-15,-0.14
GCAG,1954-04-15,-0.12
GISTEMP,1954-04-15,-0.14
GCAG,1954-05-15,-0.17
GISTEMP,1954-05-15,-0.2
GCAG,1954-06-15,-0.1
GISTEMP,1954-06-15,-.19
GISTEMP,1954-07-15,-.19
GCAG,1954-07-15,-0.13
GCAG,1954-08-15,-0.09
GISTEMP,1954-08-15,-.17
GISTEMP,1954-09-15,-.10
GCAG,1954-09-15,-0.05
GISTEMP,1954-10-15,-.02
GCAG,1954-10-15,-0.05
GCAG,1954-11-15,0.05
GISTEMP,1954-11-15,.08
GISTEMP,1954-12-15,-.18
GCAG,1954-12-15,-0.18
GISTEMP,1955-01-15,0.13
GCAG,1955-01-15,0.15
GISTEMP,1955-02-15,-0.16
GCAG,1955-02-15,-0.1
GISTEMP,1955-03-15,-0.32
GCAG,1955-03-15,-0.3
GISTEMP,1955-04-15,-0.22
GCAG,1955-04-15,-0.23
GISTEMP,1955-05-15,-0.2
GCAG,1955-05-15,-0.14
GISTEMP,1955-06-15,-.14
GCAG,1955-06-15,-0.11
GISTEMP,1955-07-15,-.11
GCAG,1955-07-15,-0.11
GISTEMP,1955-08-15,.02
GCAG,1955-08-15,-0.02
GISTEMP,1955-09-15,-.11
GCAG,1955-09-15,-0.08
GISTEMP,1955-10-15,-.05
GCAG,1955-10-15,-0.12
GISTEMP,1955-11-15,-.25
GCAG,1955-11-15,-0.23
GISTEMP,1955-12-15,-.28
GCAG,1955-12-15,-0.26
GISTEMP,1956-01-15,-0.13
GCAG,1956-01-15,-0.14
GCAG,1956-02-15,-0.24
GISTEMP,1956-02-15,-0.24
GISTEMP,1956-03-15,-0.21
GCAG,1956-03-15,-0.18
GCAG,1956-04-15,-0.27
GISTEMP,1956-04-15,-0.28
GISTEMP,1956-05-15,-0.29
GCAG,1956-05-15,-0.24
GCAG,1956-06-15,-0.14
GISTEMP,1956-06-15,-.16
GCAG,1956-07-15,-0.12
GISTEMP,1956-07-15,-.09
GCAG,1956-08-15,-0.17
GISTEMP,1956-08-15,-.26
GISTEMP,1956-09-15,-.19
GCAG,1956-09-15,-0.21
GCAG,1956-10-15,-0.19
GISTEMP,1956-10-15,-.23
GCAG,1956-11-15,-0.16
GISTEMP,1956-11-15,-.15
GCAG,1956-12-15,-0.12
GISTEMP,1956-12-15,-.06
GISTEMP,1957-01-15,-0.09
GCAG,1957-01-15,-0.09
GCAG,1957-02-15,-0.07
GISTEMP,1957-02-15,-0.03
GCAG,1957-03-15,-0.05
GISTEMP,1957-03-15,-0.05
GCAG,1957-04-15,0.02
GISTEMP,1957-04-15,0.0
GISTEMP,1957-05-15,0.09
GCAG,1957-05-15,0.13
GCAG,1957-06-15,0.17
GISTEMP,1957-06-15,.16
GISTEMP,1957-07-15,.02
GCAG,1957-07-15,0.1
GCAG,1957-08-15,0.16
GISTEMP,1957-08-15,.15
GISTEMP,1957-09-15,.09
GCAG,1957-09-15,0.13
GCAG,1957-10-15,0.03
GISTEMP,1957-10-15,.01
GISTEMP,1957-11-15,.08
GCAG,1957-11-15,0.11
GCAG,1957-12-15,0.21
GISTEMP,1957-12-15,.15
GISTEMP,1958-01-15,0.39
GCAG,1958-01-15,0.32
GCAG,1958-02-15,0.22
GISTEMP,1958-02-15,0.22
GCAG,1958-03-15,0.15
GISTEMP,1958-03-15,0.08
GCAG,1958-04-15,0.11
GISTEMP,1958-04-15,0.01
GISTEMP,1958-05-15,0.06
GCAG,1958-05-15,0.09
GISTEMP,1958-06-15,-.09
GCAG,1958-06-15,0.08
GISTEMP,1958-07-15,.05
GCAG,1958-07-15,0.09
GCAG,1958-08-15,0.09
GISTEMP,1958-08-15,-.05
GCAG,1958-09-15,0.05
GISTEMP,1958-09-15,-.02
GCAG,1958-10-15,0.07
GISTEMP,1958-10-15,.04
GCAG,1958-11-15,0.07
GISTEMP,1958-11-15,.02
GCAG,1958-12-15,0.15
GISTEMP,1958-12-15,.01
GCAG,1959-01-15,0.15
GISTEMP,1959-01-15,0.08
GCAG,1959-02-15,0.08
GISTEMP,1959-02-15,0.07
GCAG,1959-03-15,0.21
GISTEMP,1959-03-15,0.18
GCAG,1959-04-15,0.12
GISTEMP,1959-04-15,0.16
GCAG,1959-05-15,0.06
GISTEMP,1959-05-15,0.04
GISTEMP,1959-06-15,.03
GCAG,1959-06-15,0.11
GISTEMP,1959-07-15,.03
GCAG,1959-07-15,0.08
GISTEMP,1959-08-15,-.01
GCAG,1959-08-15,0.07
GISTEMP,1959-09-15,-.06
GCAG,1959-09-15,0.11
GISTEMP,1959-10-15,-.07
GCAG,1959-10-15,0.0
GCAG,1959-11-15,-0.06
GISTEMP,1959-11-15,-.08
GCAG,1959-12-15,0.01
GISTEMP,1959-12-15,.00
GCAG,1960-01-15,0.04
GISTEMP,1960-01-15,0.0
GCAG,1960-02-15,0.21
GISTEMP,1960-02-15,0.13
GCAG,1960-03-15,-0.18
GISTEMP,1960-03-15,-0.35
GCAG,1960-04-15,-0.06
GISTEMP,1960-04-15,-0.15
GCAG,1960-05-15,-0.05
GISTEMP,1960-05-15,-0.08
GCAG,1960-06-15,0.09
GISTEMP,1960-06-15,-.04
GCAG,1960-07-15,0.06
GISTEMP,1960-07-15,-.04
GCAG,1960-08-15,0.09
GISTEMP,1960-08-15,.02
GCAG,1960-09-15,0.11
GISTEMP,1960-09-15,.07
GCAG,1960-10-15,0.06
GISTEMP,1960-10-15,.06
GCAG,1960-11-15,-0.04
GISTEMP,1960-11-15,-.11
GCAG,1960-12-15,0.27
GISTEMP,1960-12-15,.19
GCAG,1961-01-15,0.13
GISTEMP,1961-01-15,0.07
GCAG,1961-02-15,0.2
GISTEMP,1961-02-15,0.19
GCAG,1961-03-15,0.17
GISTEMP,1961-03-15,0.09
GISTEMP,1961-04-15,0.13
GCAG,1961-04-15,0.15
GISTEMP,1961-05-15,0.12
GCAG,1961-05-15,0.17
GISTEMP,1961-06-15,.11
GCAG,1961-06-15,0.15
GISTEMP,1961-07-15,.01
GCAG,1961-07-15,0.07
GISTEMP,1961-08-15,.01
GCAG,1961-08-15,0.05
GISTEMP,1961-09-15,.09
GCAG,1961-09-15,0.04
GISTEMP,1961-10-15,.00
GCAG,1961-10-15,-0.02
GISTEMP,1961-11-15,.03
GCAG,1961-11-15,0.04
GISTEMP,1961-12-15,-.16
GCAG,1961-12-15,-0.01
GISTEMP,1962-01-15,0.05
GCAG,1962-01-15,0.12
GISTEMP,1962-02-15,0.15
GCAG,1962-02-15,0.17
GISTEMP,1962-03-15,0.1
GCAG,1962-03-15,0.16
GISTEMP,1962-04-15,0.05
GCAG,1962-04-15,0.1
GISTEMP,1962-05-15,-0.06
GCAG,1962-05-15,0.07
GISTEMP,1962-06-15,.03
GCAG,1962-06-15,0.04
GCAG,1962-07-15,0.12
GISTEMP,1962-07-15,.02
GCAG,1962-08-15,0.08
GISTEMP,1962-08-15,-.01
GCAG,1962-09-15,0.1
GISTEMP,1962-09-15,.00
GCAG,1962-10-15,0.12
GISTEMP,1962-10-15,.01
GCAG,1962-11-15,0.09
GISTEMP,1962-11-15,.06
GCAG,1962-12-15,0.11
GISTEMP,1962-12-15,-.03
GCAG,1963-01-15,0.06
GISTEMP,1963-01-15,-0.03
GCAG,1963-02-15,0.27
GISTEMP,1963-02-15,0.18
GCAG,1963-03-15,-0.02
GISTEMP,1963-03-15,-0.14
GCAG,1963-04-15,0.02
GISTEMP,1963-04-15,-0.07
GCAG,1963-05-15,0.04
GISTEMP,1963-05-15,-0.06
GCAG,1963-06-15,0.05
GISTEMP,1963-06-15,.05
GCAG,1963-07-15,0.13
GISTEMP,1963-07-15,.06
GCAG,1963-08-15,0.18
GISTEMP,1963-08-15,.22
GCAG,1963-09-15,0.18
GISTEMP,1963-09-15,.18
GCAG,1963-10-15,0.23
GISTEMP,1963-10-15,.15
GCAG,1963-11-15,0.21
GISTEMP,1963-11-15,.15
GCAG,1963-12-15,0.09
GISTEMP,1963-12-15,-.03
GCAG,1964-01-15,0.02
GISTEMP,1964-01-15,-0.09
GISTEMP,1964-02-15,-0.1
GCAG,1964-02-15,-0.06
GCAG,1964-03-15,-0.15
GISTEMP,1964-03-15,-0.21
GCAG,1964-04-15,-0.2
GISTEMP,1964-04-15,-0.32
GISTEMP,1964-05-15,-0.25
GCAG,1964-05-15,-0.09
GISTEMP,1964-06-15,-.04
GCAG,1964-06-15,-0.07
GCAG,1964-07-15,-0.08
GISTEMP,1964-07-15,-.04
GCAG,1964-08-15,-0.16
GISTEMP,1964-08-15,-.22
GISTEMP,1964-09-15,-.29
GCAG,1964-09-15,-0.19
GISTEMP,1964-10-15,-.32
GCAG,1964-10-15,-0.25
GISTEMP,1964-11-15,-.21
GCAG,1964-11-15,-0.21
GCAG,1964-12-15,-0.25
GISTEMP,1964-12-15,-.30
GCAG,1965-01-15,-0.07
GISTEMP,1965-01-15,-0.08
GCAG,1965-02-15,-0.19
GISTEMP,1965-02-15,-0.17
GCAG,1965-03-15,-0.09
GISTEMP,1965-03-15,-0.13
GCAG,1965-04-15,-0.18
GISTEMP,1965-04-15,-0.19
GISTEMP,1965-05-15,-0.12
GCAG,1965-05-15,-0.08
GISTEMP,1965-06-15,-.08
GCAG,1965-06-15,-0.04
GISTEMP,1965-07-15,-.13
GCAG,1965-07-15,-0.07
GCAG,1965-08-15,-0.05
GISTEMP,1965-08-15,-.04
GCAG,1965-09-15,-0.03
GISTEMP,1965-09-15,-.15
GCAG,1965-10-15,0.02
GISTEMP,1965-10-15,-.05
GCAG,1965-11-15,-0.07
GISTEMP,1965-11-15,-.06
GISTEMP,1965-12-15,-.08
GCAG,1965-12-15,-0.01
GISTEMP,1966-01-15,-0.19
GCAG,1966-01-15,-0.05
GISTEMP,1966-02-15,-0.04
GCAG,1966-02-15,-0.03
GCAG,1966-03-15,0.02
GISTEMP,1966-03-15,0.03
GISTEMP,1966-04-15,-0.13
GCAG,1966-04-15,-0.07
GCAG,1966-05-15,-0.04
GISTEMP,1966-05-15,-0.12
GISTEMP,1966-06-15,.01
GCAG,1966-06-15,0.07
GCAG,1966-07-15,0.1
GISTEMP,1966-07-15,.08
GCAG,1966-08-15,0.05
GISTEMP,1966-08-15,-.09
GCAG,1966-09-15,0.02
GISTEMP,1966-09-15,-.03
GISTEMP,1966-10-15,-.17
GCAG,1966-10-15,-0.07
GCAG,1966-11-15,-0.03
GISTEMP,1966-11-15,-.01
GCAG,1966-12-15,-0.08
GISTEMP,1966-12-15,-.03
GISTEMP,1967-01-15,-0.07
GCAG,1967-01-15,-0.09
GISTEMP,1967-02-15,-0.21
GCAG,1967-02-15,-0.17
GCAG,1967-03-15,0.02
GISTEMP,1967-03-15,0.05
GCAG,1967-04-15,0.01
GISTEMP,1967-04-15,-0.05
GISTEMP,1967-05-15,0.12
GCAG,1967-05-15,0.15
GISTEMP,1967-06-15,-.08
GCAG,1967-06-15,-0.03
GCAG,1967-07-15,0.0
GISTEMP,1967-07-15,.02
GCAG,1967-08-15,0.01
GISTEMP,1967-08-15,.01
GISTEMP,1967-09-15,-.06
GCAG,1967-09-15,-0.03
GCAG,1967-10-15,0.15
GISTEMP,1967-10-15,.09
GCAG,1967-11-15,-0.01
GISTEMP,1967-11-15,-.05
GISTEMP,1967-12-15,-.05
GCAG,1967-12-15,-0.03
GISTEMP,1968-01-15,-0.25
GCAG,1968-01-15,-0.2
GISTEMP,1968-02-15,-0.14
GCAG,1968-02-15,-0.12
GISTEMP,1968-03-15,0.2
GCAG,1968-03-15,0.15
GISTEMP,1968-04-15,-0.06
GCAG,1968-04-15,-0.07
GISTEMP,1968-05-15,-0.14
GCAG,1968-05-15,-0.09
GISTEMP,1968-06-15,-.09
GCAG,1968-06-15,-0.03
GISTEMP,1968-07-15,-.13
GCAG,1968-07-15,-0.02
GISTEMP,1968-08-15,-.09
GCAG,1968-08-15,0.01
GCAG,1968-09-15,0.0
GISTEMP,1968-09-15,-.19
GCAG,1968-10-15,0.05
GISTEMP,1968-10-15,.09
GISTEMP,1968-11-15,-.05
GCAG,1968-11-15,0.01
GISTEMP,1968-12-15,-.15
GCAG,1968-12-15,-0.03
GISTEMP,1969-01-15,-0.11
GCAG,1969-01-15,-0.09
GCAG,1969-02-15,-0.08
GISTEMP,1969-02-15,-0.18
GCAG,1969-03-15,0.12
GISTEMP,1969-03-15,0.01
GCAG,1969-04-15,0.18
GISTEMP,1969-04-15,0.17
GCAG,1969-05-15,0.19
GISTEMP,1969-05-15,0.18
GCAG,1969-06-15,0.08
GISTEMP,1969-06-15,.03
GISTEMP,1969-07-15,-.04
GCAG,1969-07-15,0.1
GISTEMP,1969-08-15,.03
GCAG,1969-08-15,0.11
GCAG,1969-09-15,0.09
GISTEMP,1969-09-15,.08
GISTEMP,1969-10-15,.09
GCAG,1969-10-15,0.09
GISTEMP,1969-11-15,.12
GCAG,1969-11-15,0.2
GCAG,1969-12-15,0.28
GISTEMP,1969-12-15,.24
GCAG,1970-01-15,0.14
GISTEMP,1970-01-15,0.08
GCAG,1970-02-15,0.24
GISTEMP,1970-02-15,0.22
GCAG,1970-03-15,0.06
GISTEMP,1970-03-15,0.06
GISTEMP,1970-04-15,0.05
GCAG,1970-04-15,0.13
GISTEMP,1970-05-15,-0.04
GCAG,1970-05-15,0.05
GISTEMP,1970-06-15,-.03
GCAG,1970-06-15,0.04
GCAG,1970-07-15,0.02
GISTEMP,1970-07-15,.01
GISTEMP,1970-08-15,-.10
GCAG,1970-08-15,0.02
GCAG,1970-09-15,0.04
GISTEMP,1970-09-15,.12
GCAG,1970-10-15,-0.02
GISTEMP,1970-10-15,.03
GCAG,1970-11-15,0.04
GISTEMP,1970-11-15,.02
GISTEMP,1970-12-15,-.12
GCAG,1970-12-15,-0.08
GISTEMP,1971-01-15,-0.03
GCAG,1971-01-15,0.01
GCAG,1971-02-15,-0.19
GISTEMP,1971-02-15,-0.16
GCAG,1971-03-15,-0.1
GISTEMP,1971-03-15,-0.18
GISTEMP,1971-04-15,-0.07
GCAG,1971-04-15,-0.1
GCAG,1971-05-15,-0.07
GISTEMP,1971-05-15,-0.05
GCAG,1971-06-15,-0.12
GISTEMP,1971-06-15,-.17
GISTEMP,1971-07-15,-.08
GCAG,1971-07-15,-0.04
GCAG,1971-08-15,-0.04
GISTEMP,1971-08-15,-.01
GISTEMP,1971-09-15,-.06
GCAG,1971-09-15,-0.03
GCAG,1971-10-15,-0.08
GISTEMP,1971-10-15,-.04
GISTEMP,1971-11-15,-.07
GCAG,1971-11-15,0.02
GISTEMP,1971-12-15,-.08
GCAG,1971-12-15,-0.05
GCAG,1972-01-15,-0.25
GISTEMP,1972-01-15,-0.22
GCAG,1972-02-15,-0.15
GISTEMP,1972-02-15,-0.18
GCAG,1972-03-15,0.03
GISTEMP,1972-03-15,0.02
GCAG,1972-04-15,0.07
GISTEMP,1972-04-15,0.0
GISTEMP,1972-05-15,-0.03
GCAG,1972-05-15,0.02
GCAG,1972-06-15,0.07
GISTEMP,1972-06-15,.04
GISTEMP,1972-07-15,.01
GCAG,1972-07-15,0.08
GISTEMP,1972-08-15,.16
GCAG,1972-08-15,0.1
GISTEMP,1972-09-15,.02
GCAG,1972-09-15,0.03
GCAG,1972-10-15,0.1
GISTEMP,1972-10-15,.08
GISTEMP,1972-11-15,.02
GCAG,1972-11-15,0.08
GCAG,1972-12-15,0.26
GISTEMP,1972-12-15,.18
GISTEMP,1973-01-15,0.29
GCAG,1973-01-15,0.28
GISTEMP,1973-02-15,0.32
GCAG,1973-02-15,0.41
GCAG,1973-03-15,0.37
GISTEMP,1973-03-15,0.29
GCAG,1973-04-15,0.29
GISTEMP,1973-04-15,0.27
GISTEMP,1973-05-15,0.23
GCAG,1973-05-15,0.23
GISTEMP,1973-06-15,.19
GCAG,1973-06-15,0.23
GCAG,1973-07-15,0.16
GISTEMP,1973-07-15,.12
GCAG,1973-08-15,0.12
GISTEMP,1973-08-15,.05
GISTEMP,1973-09-15,.09
GCAG,1973-09-15,0.1
GISTEMP,1973-10-15,.10
GCAG,1973-10-15,0.07
GISTEMP,1973-11-15,.05
GCAG,1973-11-15,0.03
GISTEMP,1973-12-15,-.07
GCAG,1973-12-15,0.03
GCAG,1974-01-15,-0.19
GISTEMP,1974-01-15,-0.1
GISTEMP,1974-02-15,-0.27
GCAG,1974-02-15,-0.24
GISTEMP,1974-03-15,-0.05
GCAG,1974-03-15,-0.03
GISTEMP,1974-04-15,-0.12
GCAG,1974-04-15,-0.05
GISTEMP,1974-05-15,-0.04
GCAG,1974-05-15,-0.02
GCAG,1974-06-15,-0.03
GISTEMP,1974-06-15,-.05
GCAG,1974-07-15,0.02
GISTEMP,1974-07-15,-.03
GCAG,1974-08-15,0.04
GISTEMP,1974-08-15,.11
GCAG,1974-09-15,-0.01
GISTEMP,1974-09-15,-.08
GCAG,1974-10-15,-0.07
GISTEMP,1974-10-15,-.06
GISTEMP,1974-11-15,-.08
GCAG,1974-11-15,-0.06
GISTEMP,1974-12-15,-.08
GCAG,1974-12-15,-0.1
GCAG,1975-01-15,0.11
GISTEMP,1975-01-15,0.1
GCAG,1975-02-15,0.06
GISTEMP,1975-02-15,0.08
GISTEMP,1975-03-15,0.13
GCAG,1975-03-15,0.12
GCAG,1975-04-15,0.08
GISTEMP,1975-04-15,0.04
GISTEMP,1975-05-15,0.16
GCAG,1975-05-15,0.08
GISTEMP,1975-06-15,-.01
GCAG,1975-06-15,0.06
GCAG,1975-07-15,0.03
GISTEMP,1975-07-15,.00
GCAG,1975-08-15,-0.04
GISTEMP,1975-08-15,-.17
GCAG,1975-09-15,0.04
GISTEMP,1975-09-15,-.02
GISTEMP,1975-10-15,-.11
GCAG,1975-10-15,-0.12
GISTEMP,1975-11-15,-.17
GCAG,1975-11-15,-0.16
GCAG,1975-12-15,-0.1
GISTEMP,1975-12-15,-.17
GISTEMP,1976-01-15,-0.03
GCAG,1976-01-15,-0.02
GISTEMP,1976-02-15,-0.06
GCAG,1976-02-15,-0.12
GCAG,1976-03-15,-0.22
GISTEMP,1976-03-15,-0.21
GCAG,1976-04-15,0.0
GISTEMP,1976-04-15,-0.07
GCAG,1976-05-15,-0.12
GISTEMP,1976-05-15,-0.2
GISTEMP,1976-06-15,-.12
GCAG,1976-06-15,-0.08
GISTEMP,1976-07-15,-.10
GCAG,1976-07-15,-0.07
GISTEMP,1976-08-15,-.12
GCAG,1976-08-15,-0.05
GISTEMP,1976-09-15,-.06
GCAG,1976-09-15,-0.02
GISTEMP,1976-10-15,-.24
GCAG,1976-10-15,-0.19
GISTEMP,1976-11-15,-.06
GCAG,1976-11-15,-0.03
GISTEMP,1976-12-15,.11
GCAG,1976-12-15,0.11
GCAG,1977-01-15,0.13
GISTEMP,1977-01-15,0.18
GCAG,1977-02-15,0.26
GISTEMP,1977-02-15,0.23
GISTEMP,1977-03-15,0.25
GCAG,1977-03-15,0.31
GCAG,1977-04-15,0.29
GISTEMP,1977-04-15,0.26
GCAG,1977-05-15,0.26
GISTEMP,1977-05-15,0.33
GISTEMP,1977-06-15,.27
GCAG,1977-06-15,0.27
GISTEMP,1977-07-15,.20
GCAG,1977-07-15,0.19
GCAG,1977-08-15,0.16
GISTEMP,1977-08-15,.18
GCAG,1977-09-15,0.19
GISTEMP,1977-09-15,.02
GISTEMP,1977-10-15,.04
GCAG,1977-10-15,0.12
GISTEMP,1977-11-15,.16
GCAG,1977-11-15,0.25
GISTEMP,1977-12-15,.03
GCAG,1977-12-15,0.11
GISTEMP,1978-01-15,0.06
GCAG,1978-01-15,0.16
GCAG,1978-02-15,0.15
GISTEMP,1978-02-15,0.1
GCAG,1978-03-15,0.23
GISTEMP,1978-03-15,0.19
GCAG,1978-04-15,0.13
GISTEMP,1978-04-15,0.17
GCAG,1978-05-15,0.08
GISTEMP,1978-05-15,0.09
GCAG,1978-06-15,0.06
GISTEMP,1978-06-15,-.01
GISTEMP,1978-07-15,.04
GCAG,1978-07-15,0.07
GCAG,1978-08-15,0.01
GISTEMP,1978-08-15,-.13
GCAG,1978-09-15,0.09
GISTEMP,1978-09-15,.06
GISTEMP,1978-10-15,.03
GCAG,1978-10-15,0.07
GISTEMP,1978-11-15,.14
GCAG,1978-11-15,0.2
GISTEMP,1978-12-15,.08
GCAG,1978-12-15,0.14
GISTEMP,1979-01-15,0.08
GCAG,1979-01-15,0.15
GISTEMP,1979-02-15,-0.1
GCAG,1979-02-15,0.05
GISTEMP,1979-03-15,0.19
GCAG,1979-03-15,0.23
GCAG,1979-04-15,0.11
GISTEMP,1979-04-15,0.15
GISTEMP,1979-05-15,0.04
GCAG,1979-05-15,0.17
GCAG,1979-06-15,0.21
GISTEMP,1979-06-15,.14
GCAG,1979-07-15,0.2
GISTEMP,1979-07-15,.04
GISTEMP,1979-08-15,.17
GCAG,1979-08-15,0.24
GCAG,1979-09-15,0.25
GISTEMP,1979-09-15,.25
GCAG,1979-10-15,0.29
GISTEMP,1979-10-15,.26
GISTEMP,1979-11-15,.28
GCAG,1979-11-15,0.29
GISTEMP,1979-12-15,.48
GCAG,1979-12-15,0.52
GISTEMP,1980-01-15,0.29
GCAG,1980-01-15,0.33
GCAG,1980-02-15,0.39
GISTEMP,1980-02-15,0.4
GISTEMP,1980-03-15,0.3
