source,date,value
GISTEMP,2015-02-15,0.9
GCAG,2015-02-15,0.87
GCAG,2015-03-15,0.92
GISTEMP,2015-03-15,0.95
GISTEMP,2015-04-15,0.76
GCAG,2015-04-15,0.81
GCAG,2015-05-15,0.89
GISTEMP,2015-05-15,0.8
GCAG,2015-06-15,0.91
GISTEMP,2015-06-15,.81
GCAG,2015-07-15,0.85
GISTEMP,2015-07-15,.73
GCAG,2015-08-15,0.91
GISTEMP,2015-08-15,.80
GISTEMP,2015-09-15,.84
GCAG,2015-09-15,0.94
GISTEMP,2015-10-15,1.09
GCAG,2015-10-15,1.03
GCAG,2015-11-15,1.0
GISTEMP,2015-11-15,1.05
GCAG,2015-12-15,1.15
GISTEMP,2015-12-15,1.16
GISTEMP,2016-01-15,1.17
GCAG,2016-01-15,1.12
GCAG,2016-02-15,1.26
GISTEMP,2016-02-15,1.37
GISTEMP,2016-03-15,1.36
GCAG,2016-03-15,1.31
GCAG,2016-04-15,1.12
GISTEMP,2016-04-15,1.1
GCAG,2016-05-15,0.94
GISTEMP,2016-05-15,0.95
GCAG,2016-06-15,0.92
GISTEMP,2016-06-15,.80
GCAG,2016-07-15,0.91
GISTEMP,2016-07-15,.84
GISTEMP,2016-08-15,1.01
GCAG,2016-08-15,0.98
GISTEMP,2016-09-15,.90
GCAG,2016-09-15,0.94
GCAG,2016-10-15,0.79
GISTEMP,2016-10-15,.88
GISTEMP,2016-11-15,.91
GCAG,2016-11-15,0.78
GISTEMP,2016-12-15,.86
GCAG,2016-12-15,0.82
GISTEMP,2017-01-15,1.02
GCAG,2017-01-15,0.97
GCAG,2017-02-15,1.02
GISTEMP,2017-02-15,1.13
GCAG,2017-03-15,1.08
GISTEMP,2017-03-15,1.16
GCAG,2017-04-15,0.91
GISTEMP,2017-04-15,0.94
GCAG,2017-05-15,0.87
GISTEMP,2017-05-15,0.9
GCAG,2017-06-15,0.84
GISTEMP,2017-06-15,.71
GCAG,2017-07-15,0.9
GISTEMP,2017-07-15,.81
GCAG,2017-08-15,0.92
GISTEMP,2017-08-15,.87
GCAG,2017-09-15,0.86
GISTEMP,2017-09-15,.76
GCAG,2017-10-15,0.81
GISTEMP,2017-10-15,.89
GCAG,2017-11-15,0.8
GISTEMP,2017-11-15,.87
GISTEMP,2017-12-15,.93
GCAG,2017-12-15,0.87
GCAG,2018-01-15,0.75
GISTEMP,2018-01-15,0.81
GCAG,2018-02-15,0.76
GISTEMP,2018-02-15,0.84
GCAG,2018-03-15,0.89
GISTEMP,2018-03-15,0.88
GISTEMP,2018-04-15,0.89
GCAG,2018-04-15,0.84
GISTEMP,2018-05-15,0.82
GCAG,2018-05-15,0.81
GCAG,2018-06-15,0.78
GISTEMP,2018-06-15,.77
GCAG,2018-07-15,0.82
GISTEMP,2018-07-15,.82
GISTEMP,2018-08-15,.76
GCAG,2018-08-15,0.79
GISTEMP,2018-09-15,.80
GCAG,2018-09-15,0.82
GCAG,2018-10-15,0.92
GISTEMP,2018-10-15,1.01
GISTEMP,2018-11-15,.82
GCAG,2018-11-15,0.77
GISTEMP,2018-12-15,.91
GCAG,2018-12-15,0.88
GCAG,2019-01-15,0.93
GISTEMP,2019-01-15,0.92
GCAG,2019-02-15,0.85
GISTEMP,2019-02-15,0.94
GCAG,2019-03-15,1.09
GISTEMP,2019-03-15,1.17
GISTEMP,2019-04-15,1.01
GCAG,2019-04-15,0.96
GISTEMP,2019-05-15,0.84
GCAG,2019-05-15,0.86
GISTEMP,2019-06-15,.90
GCAG,2019-06-15,0.94
GCAG,2019-07-15,0.92
GISTEMP,2019-07-15,.94
GCAG,2019-08-15,0.91
GISTEMP,2019-08-15,.94
GCAG,2019-09-15,0.94
GISTEMP,2019-09-15,.92
GCAG,2019-10-15,0.94
GISTEMP,2019-10-15,1.01
GCAG,2019-11-15,0.91
GISTEMP,2019-11-15,.99
GISTEMP,2019-12-15,1.09
GCAG,2019-12-15,1.04
GISTEMP,2020-01-15,1.16
GCAG,2020-01-15,1.13
GISTEMP,2020-02-15,1.24
GCAG,2020-02-15,1.16
GISTEMP,2020-03-15,1.17
GCAG,2020-03-15,1.17
GISTEMP,2020-04-15,1.13
GCAG,2020-04-15,1.04
GISTEMP,2020-05-15,1.02
GCAG,2020-05-15,0.94
GISTEMP,2020-06-15,.92
GCAG,2020-06-15,0.92
GISTEMP,2020-07-15,.90
GCAG,2020-07-15,0.91
GISTEMP,2020-08-15,.87
GCAG,2020-08-15,0.93
GISTEMP,2020-09-15,.98
GCAG,2020-09-15,0.94
GCAG,2020-10-15,0.83
GISTEMP,2020-10-15,.88
GISTEMP,2020-11-15,1.10
GCAG,2020-11-15,0.95
GCAG,2020-12-15,0.77
GISTEMP,2020-12-15,.81
GCAG,2021-01-15,0.77
GISTEMP,2021-01-15,0.81
GISTEMP,2021-02-15,0.64
GCAG,2021-02-15,0.63
GISTEMP,2021-03-15,0.88
GCAG,2021-03-15,0.84
GISTEMP,2021-04-15,0.75
GCAG,2021-04-15,0.79
GISTEMP,2021-05-15,0.78
GCAG,2021-05-15,0.81
GISTEMP,2021-06-15,.84
GCAG,2021-06-15,0.89
GISTEMP,2021-07-15,.92
GCAG,2021-07-15,0.92
GCAG,2021-08-15,0.89
GISTEMP,2021-08-15,.81
GCAG,2021-09-15,0.88
GISTEMP,2021-09-15,.92
GISTEMP,2021-10-15,.99
GCAG,2021-10-15,0.88
GCAG,2021-11-15,0.9
GISTEMP,2021-11-15,.92
GISTEMP,2021-12-15,.85
GCAG,2021-12-15,0.83
GISTEMP,2022-01-15,0.91
GCAG,2022-01-15,0.88
GCAG,2022-02-15,0.8
GISTEMP,2022-02-15,0.89
GISTEMP,2022-03-15,1.04
GCAG,2022-03-15,0.94
GISTEMP,2022-04-15,0.83
GCAG,2022-04-15,0.85
GISTEMP,2022-05-15,0.82
GCAG,2022-05-15,0.77
GISTEMP,2022-06-15,***
GISTEMP,2022-07-15,***
GISTEMP,2022-08-15,***
GISTEMP,2022-09-15,***
GISTEMP,2022-10-15,***
GISTEMP,2022-11-15,***
GISTEMP,2022-12-15,***
